TITLE     = "VTK Data"
VARIABLES = "X"
"Velocity_X"
ZONE T="Slice: Y=17.049 (region 1)"
 STRANDID=416, SOLUTIONTIME=772
 I=202, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 3.720257568E+01 1.997118835E+02
 3.720277405E+01 1.835006104E+02
 3.720277786E+01 1.832239532E+02
 3.719234085E+01 1.819173126E+02
 3.710679245E+01 1.712028809E+02
 3.709287262E+01 1.713001709E+02
 3.699575424E+01 1.719225311E+02
 3.697258377E+01 1.715337830E+02
 3.687536240E+01 1.696999664E+02
 3.684829712E+01 1.703736420E+02
 3.674869919E+01 1.728680573E+02
 3.671982956E+01 1.735009766E+02
 3.663048935E+01 1.751480865E+02
 3.655573273E+01 1.776620026E+02
 3.652278900E+01 1.787695160E+02
 3.649900436E+01 1.795028687E+02
 3.641149139E+01 1.821215820E+02
 3.633297348E+01 1.849296570E+02
 3.628736496E+01 1.867087097E+02
 3.612252808E+01 1.926179810E+02
 3.611236191E+01 1.929850769E+02
 3.610116196E+01 1.933771057E+02
 3.594313431E+01 1.989522552E+02
 3.586745453E+01 2.017998657E+02
 3.579320526E+01 2.045808868E+02
 3.564677048E+01 2.100532990E+02
 3.562593079E+01 2.108164215E+02
 3.555968475E+01 2.133401184E+02
 3.543884277E+01 2.179729919E+02
 3.540450668E+01 2.192224274E+02
 3.525372314E+01 2.245305023E+02
 3.521973038E+01 2.257349396E+02
 3.520449448E+01 2.262458801E+02
 3.505966187E+01 2.310217438E+02
 3.494063950E+01 2.346531677E+02
 3.486466980E+01 2.371089172E+02
 3.473921204E+01 2.406209412E+02
 3.467850113E+01 2.422713318E+02
 3.464906311E+01 2.428766327E+02
 3.448253250E+01 2.464225922E+02
 3.438920212E+01 2.480990753E+02
 3.423091125E+01 2.509490356E+02
 3.418450546E+01 2.515484314E+02
 3.410572433E+01 2.523475037E+02
 3.399744034E+01 2.536212158E+02
 3.391913223E+01 2.544843292E+02
 3.380163193E+01 2.554221039E+02
 3.364505005E+01 2.564913025E+02
 3.361873245E+01 2.565964661E+02
 3.345851898E+01 2.565862732E+02
 3.343648529E+01 2.565901489E+02
 3.343291473E+01 2.565955811E+02
 3.323673630E+01 2.564022827E+02
 3.320040512E+01 2.563778687E+02
 3.303426361E+01 2.557704010E+02
 3.301401138E+01 2.556703491E+02
 3.286446762E+01 2.544380798E+02
 3.280653000E+01 2.539966278E+02
 3.269654083E+01 2.530624390E+02
 3.259838867E+01 2.522870941E+02
 3.258334732E+01 2.521190948E+02
 3.245671844E+01 2.504055939E+02
 3.245524979E+01 2.503845673E+02
 3.244823074E+01 2.502846680E+02
 3.232485962E+01 2.485254822E+02
 3.229707718E+01 2.481673279E+02
 3.220953751E+01 2.467923279E+02
 3.215435410E+01 2.458356018E+02
 3.209162521E+01 2.446234131E+02
 3.201241684E+01 2.430386047E+02
 3.197328949E+01 2.421138000E+02
 3.187273598E+01 2.397727203E+02
 3.185435104E+01 2.392699738E+02
 3.174482918E+01 2.362592163E+02
 3.174234009E+01 2.361753693E+02
 3.170590591E+01 2.349356842E+02
 3.163585663E+01 2.325541077E+02
 3.163107872E+01 2.323901825E+02
 3.156592941E+01 2.297335358E+02
 3.152675819E+01 2.281203461E+02
 3.150106812E+01 2.267640839E+02
 3.144231796E+01 2.236372375E+02
 3.144077110E+01 2.235552521E+02
 3.144009018E+01 2.235188141E+02
 3.138798141E+01 2.196139069E+02
 3.136824417E+01 2.181273041E+02
 3.133964920E+01 2.148437500E+02
 3.130888367E+01 2.113026581E+02
 3.129605103E+01 2.089188690E+02
 3.126004601E+01 2.022314758E+02
 3.125729942E+01 2.013789673E+02
 3.124341011E+01 1.970781555E+02
 3.122405815E+01 1.910832062E+02
 3.122022629E+01 1.898971863E+02
 3.119576073E+01 1.772051849E+02
 3.118821144E+01 1.732968445E+02
 3.117194939E+01 1.593811798E+02
 3.116311264E+01 1.518459930E+02
 3.115269279E+01 1.376408081E+02
 3.114435005E+01 1.263074265E+02
 3.113779449E+01 1.132637177E+02
 3.113160515E+01 1.009150696E+02
 3.112767029E+01 9.130271912E+01
 3.112456894E+01 8.369007111E+01
 3.112334824E+01 8.232209778E+01
 3.112244606E+01 8.127560425E+01
 3.112295341E+01 8.593478394E+01
