TITLE     = "VTK Data"
VARIABLES = "X"
"Velocity_X"
ZONE T="Slice: Y=25.167 (region 1)"
 STRANDID=466, SOLUTIONTIME=772
 I=181, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 4.098785019E+01 2.084653168E+02
 4.098793030E+01 2.047031250E+02
 4.098829651E+01 1.875343628E+02
 4.096276474E+01 1.840534058E+02
 4.089279556E+01 1.736491394E+02
 4.084849548E+01 1.732698364E+02
 4.078150940E+01 1.722684326E+02
 4.072785950E+01 1.722167053E+02
 4.066241455E+01 1.723145294E+02
 4.060359192E+01 1.748300171E+02
 4.053894043E+01 1.774713898E+02
 4.048195267E+01 1.795045319E+02
 4.041376877E+01 1.821693115E+02
 4.036156464E+01 1.848424225E+02
 4.027774429E+01 1.891070557E+02
 4.023292542E+01 1.913479767E+02
 4.012523651E+01 1.965906219E+02
 4.009498596E+01 1.981198273E+02
 3.997100449E+01 2.044824066E+02
 3.992881775E+01 2.065890350E+02
 3.982630920E+01 2.116819916E+02
 3.974291611E+01 2.158846588E+02
 3.968862152E+01 2.186085815E+02
 3.955080795E+01 2.250151825E+02
 3.954986954E+01 2.250593872E+02
 3.954711914E+01 2.251666412E+02
 3.939646530E+01 2.310510864E+02
 3.934581757E+01 2.327557373E+02
 3.923161697E+01 2.366865692E+02
 3.913356018E+01 2.393125153E+02
 3.903215790E+01 2.420406494E+02
 3.896505737E+01 2.434103546E+02
 3.885844803E+01 2.455582275E+02
 3.883906555E+01 2.458460999E+02
 3.872686005E+01 2.473095245E+02
 3.869021988E+01 2.477110748E+02
 3.858405304E+01 2.490930023E+02
 3.855261612E+01 2.493864899E+02
 3.845877457E+01 2.500065460E+02
 3.842398071E+01 2.500534973E+02
 3.830578613E+01 2.504160614E+02
 3.827349472E+01 2.504565125E+02
 3.820153427E+01 2.506964722E+02
 3.814118576E+01 2.508806458E+02
 3.811363983E+01 2.509463348E+02
 3.804159546E+01 2.508946381E+02
 3.798223495E+01 2.507293091E+02
 3.792860031E+01 2.504445038E+02
 3.785859680E+01 2.501373291E+02
 3.781019592E+01 2.497753448E+02
 3.774096298E+01 2.491563416E+02
 3.769242477E+01 2.486264038E+02
 3.760541916E+01 2.478947906E+02
 3.760023117E+01 2.478233337E+02
 3.758919144E+01 2.476523743E+02
 3.752117157E+01 2.466786346E+02
 3.748922729E+01 2.460682831E+02
 3.743928528E+01 2.450931854E+02
 3.738165665E+01 2.440325775E+02
 3.735015106E+01 2.433247986E+02
 3.727766418E+01 2.417188110E+02
 3.726105118E+01 2.412635193E+02
 3.717974091E+01 2.390406952E+02
 3.717408371E+01 2.388406830E+02
 3.709209824E+01 2.359530487E+02
 3.709151459E+01 2.359272461E+02
 3.709037399E+01 2.358776550E+02
 3.703882599E+01 2.336191711E+02
 3.701224136E+01 2.324659119E+02
 3.698914719E+01 2.311182404E+02
 3.694583130E+01 2.286170654E+02
 3.694295120E+01 2.283703613E+02
 3.693473053E+01 2.276721344E+02
 3.690218353E+01 2.248965607E+02
 3.689071655E+01 2.239257050E+02
 3.686530304E+01 2.204994354E+02
 3.684514618E+01 2.177954712E+02
 3.683208847E+01 2.148567352E+02
 3.680763626E+01 2.093753815E+02
 3.680262756E+01 2.074392853E+02
 3.677702713E+01 1.975792236E+02
 3.677692032E+01 1.975081482E+02
 3.677620316E+01 1.970362091E+02
 3.675551987E+01 1.833781281E+02
 3.675239182E+01 1.813198853E+02
 3.673759079E+01 1.648749695E+02
 3.673305130E+01 1.598452759E+02
 3.672315979E+01 1.420206146E+02
 3.671852875E+01 1.336986389E+02
 3.671234894E+01 1.168128510E+02
 3.670858002E+01 1.065488739E+02
 3.670628357E+01 9.835296631E+01
 3.670296478E+01 8.647070312E+01
 3.670219421E+01 8.417456818E+01
 3.670114136E+01 8.103492737E+01
 3.670165634E+01 8.678852844E+01
 3.670201874E+01 9.082669830E+01
 3.670450211E+01 1.056571426E+02
 3.670603943E+01 1.148188324E+02
 3.671161270E+01 1.389494781E+02
 3.671424866E+01 1.503398132E+02
 3.672438049E+01 1.803535309E+02
 3.672725677E+01 1.888561401E+02
 3.674410629E+01 2.204110413E+02
 3.674544525E+01 2.229193115E+02
 3.675424576E+01 2.327086334E+02
 3.676925659E+01 2.494051819E+02
 3.677339172E+01 2.519345551E+02
 3.679932785E+01 2.678121338E+02
 3.681549072E+01 2.727507629E+02
 3.683652878E+01 2.791877136E+02
 3.687519836E+01 2.845348206E+02
 3.688199997E+01 2.854761047E+02
 3.689683533E+01 2.863388367E+02
 3.693712234E+01 2.886790161E+02
 3.697113800E+01 2.894886475E+02
 3.700369263E+01 2.902589417E+02
 3.704254532E+01 2.908180237E+02
 3.708380890E+01 2.914117126E+02
 3.714168549E+01 2.920588684E+02
 3.717166519E+01 2.923920593E+02
 3.722510147E+01 2.927807617E+02
 3.726985550E+01 2.931145935E+02
 3.731127167E+01 2.933940430E+02
 3.737414551E+01 2.938119507E+02
 3.739932632E+01 2.940050354E+02
 3.748496246E+01 2.945869446E+02
 3.748928452E+01 2.946325684E+02
 3.750780106E+01 2.948629456E+02
 3.757818222E+01 2.957128906E+02
 3.759124756E+01 2.959050293E+02
 3.766659927E+01 2.968767090E+02
 3.768065262E+01 2.970604248E+02
 3.772269058E+01 2.974618835E+02
 3.777524185E+01 2.979031067E+02
 3.780963898E+01 2.981327209E+02
 3.787643051E+01 2.985932007E+02
 3.794711685E+01 2.987402344E+02
 3.800102997E+01 2.989430847E+02
 3.803689575E+01 2.989546509E+02
 3.812532425E+01 2.993542480E+02
 3.819034576E+01 2.994581604E+02
 3.823213959E+01 2.995324707E+02
 3.827651215E+01 2.995411682E+02
 3.833931732E+01 2.994081726E+02
 3.842809296E+01 2.990166016E+02
 3.848808289E+01 2.987987976E+02
 3.858858490E+01 2.986310425E+02
 3.865993500E+01 2.987819214E+02
 3.877012253E+01 2.991717529E+02
 3.880632782E+01 2.994261780E+02
 3.886774826E+01 2.999813538E+02
 3.894854736E+01 3.007185364E+02
 3.907292938E+01 3.026723328E+02
 3.910957718E+01 3.032931519E+02
 3.926598740E+01 3.061916809E+02
 3.930116653E+01 3.067585449E+02
 3.938409805E+01 3.077405090E+02
 3.949690628E+01 3.089506836E+02
 3.954672623E+01 3.084337769E+02
 3.966787338E+01 3.077049866E+02
 3.975378036E+01 3.045330811E+02
 3.982526398E+01 3.023035583E+02
 3.991309738E+01 2.972314453E+02
 3.995176315E+01 2.948641663E+02
 4.004106140E+01 2.891557617E+02
 4.011575699E+01 2.844552917E+02
 4.020260620E+01 2.805023193E+02
 4.027261734E+01 2.774005432E+02
 4.035214233E+01 2.758799133E+02
 4.041753006E+01 2.745802917E+02
 4.048388290E+01 2.742586975E+02
 4.054954910E+01 2.738474731E+02
 4.061203384E+01 2.745903320E+02
 4.067354202E+01 2.753027344E+02
 4.073628235E+01 2.722161865E+02
 4.078933716E+01 2.695963745E+02
 4.085636139E+01 2.609240417E+02
 4.089665985E+01 2.559168854E+02
 4.096879959E+01 2.186957092E+02
 4.098785019E+01 2.084653168E+02
