TITLE     = "VTK Data"
VARIABLES = "X"
"Velocity_X"
ZONE T="Slice: Y=31.499 (region 1)"
 STRANDID=505, SOLUTIONTIME=772
 I=229, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 4.394019699E+01 2.069705353E+02
 4.394073105E+01 2.042432556E+02
 4.394099045E+01 2.025917816E+02
 4.386580276E+01 2.054624634E+02
 4.384504318E+01 2.061350555E+02
 4.376133347E+01 2.018257141E+02
 4.374480820E+01 2.011747437E+02
 4.365956879E+01 2.014472504E+02
 4.365514374E+01 2.015028076E+02
 4.358149338E+01 2.040947418E+02
 4.349525070E+01 2.061479034E+02
 4.349166107E+01 2.062584991E+02
 4.348618698E+01 2.064387817E+02
 4.341950226E+01 2.090183716E+02
 4.338778305E+01 2.105130310E+02
 4.334283066E+01 2.127092438E+02
 4.329271698E+01 2.149332733E+02
 4.327120209E+01 2.159856873E+02
 4.324079895E+01 2.175602264E+02
 4.320147324E+01 2.195847473E+02
 4.315245056E+01 2.221182404E+02
 4.311991882E+01 2.237529144E+02
 4.310482788E+01 2.245167999E+02
 4.303676224E+01 2.280426025E+02
 4.303293228E+01 2.282532043E+02
 4.302246475E+01 2.287940521E+02
 4.297166824E+01 2.314648438E+02
 4.294675446E+01 2.327364807E+02
 4.290499115E+01 2.348345032E+02
 4.286109924E+01 2.370924988E+02
 4.284543228E+01 2.379092407E+02
 4.278984070E+01 2.407281036E+02
 4.277325439E+01 2.415317535E+02
 4.272210693E+01 2.440366669E+02
 4.270958710E+01 2.446374512E+02
 4.270242310E+01 2.449631805E+02
 4.264843369E+01 2.474224091E+02
 4.261674881E+01 2.489006958E+02
 4.256660461E+01 2.511917572E+02
 4.254408646E+01 2.521152954E+02
 4.250486755E+01 2.536502228E+02
 4.247323227E+01 2.547846832E+02
 4.243429947E+01 2.562040100E+02
 4.240210724E+01 2.572434387E+02
 4.235006714E+01 2.590298157E+02
 4.233076096E+01 2.597192993E+02
 4.231323624E+01 2.602250671E+02
 4.226906204E+01 2.614653931E+02
 4.222426605E+01 2.624356384E+02
 4.220399857E+01 2.629077148E+02
 4.217813873E+01 2.634263611E+02
 4.214194489E+01 2.640976562E+02
 4.211146545E+01 2.644183044E+02
 4.207974625E+01 2.647491150E+02
 4.203528976E+01 2.650820312E+02
 4.201946259E+01 2.651791992E+02
 4.201044083E+01 2.651917419E+02
 4.196637726E+01 2.653788452E+02
 4.193597794E+01 2.652517700E+02
 4.192613983E+01 2.651863708E+02
 4.187869263E+01 2.645300903E+02
 4.187364197E+01 2.644824829E+02
 4.181221390E+01 2.636760864E+02
 4.181174469E+01 2.636701660E+02
 4.180862808E+01 2.636110535E+02
 4.175090408E+01 2.625285339E+02
 4.174259949E+01 2.622878723E+02
 4.169272995E+01 2.608830872E+02
 4.168099976E+01 2.605272827E+02
 4.163619232E+01 2.592067261E+02
 4.162876129E+01 2.589168701E+02
 4.159755325E+01 2.576399536E+02
 4.158367538E+01 2.570827332E+02
 4.158036804E+01 2.569411011E+02
 4.153838348E+01 2.550482788E+02
 4.152703476E+01 2.545433807E+02
 4.149092484E+01 2.527905426E+02
 4.147223282E+01 2.519042969E+02
 4.143813705E+01 2.501589050E+02
 4.142362595E+01 2.493948975E+02
 4.139253998E+01 2.476528778E+02
 4.137529373E+01 2.467773895E+02
 4.134789658E+01 2.452805634E+02
 4.132662964E+01 2.441248016E+02
 4.131066132E+01 2.431460266E+02
 4.128451157E+01 2.414172974E+02
 4.127083206E+01 2.404837646E+02
 4.124512863E+01 2.389694519E+02
 4.124434662E+01 2.388947296E+02
 4.122060776E+01 2.363968201E+02
 4.120998001E+01 2.353050842E+02
 4.119073868E+01 2.333897400E+02
 4.118109131E+01 2.322483063E+02
 4.117008972E+01 2.300820770E+02
 4.115280533E+01 2.270302429E+02
 4.115075302E+01 2.263929443E+02
 4.114508057E+01 2.247631073E+02
 4.113349533E+01 2.214196320E+02
 4.112932587E+01 2.202514954E+02
 4.111794662E+01 2.146089783E+02
 4.110997009E+01 2.107472992E+02
 4.110396576E+01 2.057744904E+02
 4.109418106E+01 1.978774872E+02
 4.109163666E+01 1.944470215E+02
 4.108149719E+01 1.810724792E+02
 4.108100510E+01 1.800361938E+02
 4.107744980E+01 1.726311646E+02
 4.107224655E+01 1.617644043E+02
 4.107153320E+01 1.603036804E+02
 4.106521606E+01 1.404350433E+02
 4.106397629E+01 1.365924377E+02
 4.105981445E+01 1.181220169E+02
 4.105856323E+01 1.126367111E+02
 4.105766296E+01 1.074097672E+02
 4.105504608E+01 9.208874512E+01
 4.105449677E+01 8.859883118E+01
 4.105313492E+01 7.992924500E+01
 4.105292892E+01 7.966856384E+01
 4.105243683E+01 7.914043427E+01
 4.105255890E+01 8.334574890E+01
 4.105286026E+01 9.405602264E+01
 4.105450058E+01 1.180665817E+02
 4.105499649E+01 1.252319489E+02
 4.105851746E+01 1.578576202E+02
 4.105914688E+01 1.635899811E+02
 4.106523132E+01 1.968566437E+02
 4.106539536E+01 1.977427521E+02
 4.106669617E+01 2.016824493E+02
 4.107380295E+01 2.232001801E+02
 4.107550430E+01 2.259606018E+02
 4.108452225E+01 2.404973755E+02
 4.109004974E+01 2.451797333E+02
 4.109783936E+01 2.517622681E+02
 4.111036301E+01 2.572277222E+02
 4.111413574E+01 2.588758240E+02
 4.112376785E+01 2.611196594E+02
 4.113387299E+01 2.634880981E+02
 4.114109802E+01 2.644993591E+02
 4.115764618E+01 2.667875061E+02
 4.118085480E+01 2.687858582E+02
 4.118614197E+01 2.692149048E+02
 4.119404602E+01 2.696766663E+02
 4.122235489E+01 2.712280273E+02
 4.122980881E+01 2.718237915E+02
 4.125708771E+01 2.737481384E+02
 4.126182938E+01 2.739959717E+02
 4.129581070E+01 2.755560303E+02
 4.129701614E+01 2.755939941E+02
 4.130512238E+01 2.758840942E+02
 4.133509064E+01 2.769444885E+02
 4.133973694E+01 2.771236267E+02
 4.137225342E+01 2.784069214E+02
 4.138293076E+01 2.788240967E+02
 4.141373444E+01 2.799801941E+02
 4.142424774E+01 2.803703918E+02
 4.145287704E+01 2.815008240E+02
 4.146456528E+01 2.819241333E+02
 4.148764420E+01 2.825308228E+02
 4.151684952E+01 2.831832581E+02
 4.152969360E+01 2.833881836E+02
 4.156024933E+01 2.837289124E+02
 4.158602524E+01 2.840421753E+02
 4.161411285E+01 2.841589050E+02
 4.163292694E+01 2.841365967E+02
 4.168111038E+01 2.839284973E+02
 4.168498993E+01 2.839201050E+02
 4.170537186E+01 2.838959351E+02
 4.173645782E+01 2.838531494E+02
 4.174193573E+01 2.838416138E+02
 4.178277206E+01 2.839243469E+02
 4.180395126E+01 2.838627319E+02
 4.183176041E+01 2.838138733E+02
 4.187413025E+01 2.839532776E+02
 4.187529373E+01 2.839523315E+02
 4.191554642E+01 2.838265686E+02
 4.197795105E+01 2.834538574E+02
 4.198475266E+01 2.834034729E+02
 4.198738098E+01 2.834028320E+02
 4.199341965E+01 2.833931274E+02
 4.205780792E+01 2.833194275E+02
 4.211603928E+01 2.833115234E+02
 4.212426376E+01 2.833120728E+02
 4.213277054E+01 2.833051758E+02
 4.218210220E+01 2.832688293E+02
 4.221815109E+01 2.830283203E+02
 4.224154663E+01 2.828915405E+02
 4.227152252E+01 2.827128601E+02
 4.230384827E+01 2.824700928E+02
 4.234391403E+01 2.821374512E+02
 4.236520386E+01 2.819826050E+02
 4.238388824E+01 2.817360535E+02
 4.243050766E+01 2.811350403E+02
 4.246301270E+01 2.807004089E+02
 4.249925232E+01 2.803196716E+02
 4.253822708E+01 2.797514648E+02
 4.255680847E+01 2.793640137E+02
 4.260118484E+01 2.781044312E+02
 4.264240646E+01 2.770051880E+02
 4.268634033E+01 2.755711670E+02
 4.272567749E+01 2.744094238E+02
 4.278643799E+01 2.723638916E+02
 4.281100464E+01 2.715292664E+02
 4.283660889E+01 2.706353760E+02
 4.288807678E+01 2.687135010E+02
 4.292560959E+01 2.671810913E+02
 4.297901917E+01 2.651586304E+02
 4.301318741E+01 2.639103088E+02
 4.304691315E+01 2.629322510E+02
 4.306307983E+01 2.623573303E+02
 4.309885406E+01 2.608114929E+02
 4.316057205E+01 2.582163696E+02
 4.318065643E+01 2.574165344E+02
 4.319650269E+01 2.568311157E+02
 4.325548935E+01 2.545872345E+02
 4.327479935E+01 2.537991943E+02
 4.332429886E+01 2.516074829E+02
 4.336506653E+01 2.498901215E+02
 4.340794373E+01 2.480417023E+02
 4.344075394E+01 2.466720123E+02
 4.348497772E+01 2.452254791E+02
 4.353105164E+01 2.436999969E+02
 4.358842087E+01 2.418590851E+02
 4.364976883E+01 2.400963135E+02
 4.369173813E+01 2.397881012E+02
 4.375807953E+01 2.395042725E+02
 4.378675842E+01 2.385241699E+02
 4.385523224E+01 2.365996857E+02
 4.388398361E+01 2.269024811E+02
 4.394019699E+01 2.069705353E+02
