TITLE     = "VTK Data"
VARIABLES = "X"
"Velocity_X"
ZONE T="Slice: Y=29.713 (region 1)"
 STRANDID=494, SOLUTIONTIME=772
 I=261, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 4.310751343E+01 1.463264313E+02
 4.310754013E+01 1.460738373E+02
 4.310815811E+01 1.396601257E+02
 4.309633636E+01 1.922913208E+02
 4.309324646E+01 2.060080414E+02
 4.307819366E+01 1.790974731E+02
 4.307637024E+01 1.758449402E+02
 4.305934906E+01 1.849568024E+02
 4.305830765E+01 1.855087280E+02
 4.303992081E+01 1.786635895E+02
 4.303899002E+01 1.783211517E+02
 4.301986694E+01 1.803748169E+02
 4.301884079E+01 1.804816589E+02
 4.300080109E+01 1.794065552E+02
 4.299708939E+01 1.791941376E+02
 4.297957993E+01 1.796960297E+02
 4.296940613E+01 1.799057159E+02
 4.295579147E+01 1.799002380E+02
 4.294041061E+01 1.799241638E+02
 4.293002319E+01 1.801658630E+02
 4.291048050E+01 1.806056671E+02
 4.290747833E+01 1.806762390E+02
 4.288750839E+01 1.811090851E+02
 4.287366486E+01 1.815121307E+02
 4.286284637E+01 1.818905945E+02
 4.284299469E+01 1.827523651E+02
 4.282171249E+01 1.835760651E+02
 4.280459595E+01 1.842086182E+02
 4.277801514E+01 1.850480499E+02
 4.277276993E+01 1.852075958E+02
 4.276897812E+01 1.853566284E+02
 4.274169922E+01 1.865969086E+02
 4.271985626E+01 1.877143555E+02
 4.270330429E+01 1.885131378E+02
 4.267911148E+01 1.896888428E+02
 4.266103363E+01 1.905446320E+02
 4.264476776E+01 1.912591858E+02
 4.261845016E+01 1.924473114E+02
 4.257597733E+01 1.946532898E+02
 4.257359314E+01 1.947735901E+02
 4.256978226E+01 1.949770813E+02
 4.252956390E+01 1.970881958E+02
 4.249045181E+01 1.991285706E+02
 4.248828506E+01 1.992440186E+02
 4.245148849E+01 2.012441864E+02
 4.241166687E+01 2.034247894E+02
 4.239452744E+01 2.043900757E+02
 4.238122177E+01 2.051457520E+02
 4.233599091E+01 2.076735077E+02
 4.231195068E+01 2.089856567E+02
 4.227789688E+01 2.109001770E+02
 4.224449921E+01 2.128480072E+02
 4.221696854E+01 2.144264221E+02
 4.217629623E+01 2.166754303E+02
 4.215065384E+01 2.181128845E+02
 4.211212158E+01 2.202826996E+02
 4.207690430E+01 2.221805725E+02
 4.204098129E+01 2.240469666E+02
 4.197993088E+01 2.273209991E+02
 4.195470047E+01 2.286563416E+02
