TITLE     = "VTK Data"
VARIABLES = "X"
"Velocity_X"
ZONE T="Slice: Y=10.879 (region 2)"
 STRANDID=378, SOLUTIONTIME=772
 I=209, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 2.691417313E+01 1.744544983E+02
 2.691350174E+01 1.728282776E+02
 2.691344261E+01 1.729462280E+02
 2.690145683E+01 1.758048401E+02
 2.680960083E+01 1.998770142E+02
 2.670732498E+01 1.993716431E+02
 2.669820976E+01 1.992960358E+02
 2.669228363E+01 1.995841217E+02
 2.657191658E+01 2.047693024E+02
 2.653406334E+01 2.057605133E+02
 2.648447609E+01 2.077154541E+02
 2.643833542E+01 2.092933807E+02
 2.637530708E+01 2.113471222E+02
 2.632680702E+01 2.128267822E+02
 2.627631569E+01 2.146306152E+02
 2.622529411E+01 2.161801910E+02
 2.618977737E+01 2.171467743E+02
 2.609928894E+01 2.200065308E+02
 2.607835197E+01 2.206688385E+02
 2.606975174E+01 2.209666138E+02
 2.596548653E+01 2.250096130E+02
 2.588999176E+01 2.284716949E+02
 2.584172630E+01 2.307852478E+02
 2.573262596E+01 2.364199524E+02
 2.569326591E+01 2.385303802E+02
 2.567953682E+01 2.392044220E+02
 2.560131264E+01 2.427664185E+02
 2.553319740E+01 2.459150238E+02
 2.551082611E+01 2.466201477E+02
 2.540105629E+01 2.499026031E+02
 2.529034615E+01 2.534153290E+02
 2.524339294E+01 2.548327484E+02
 2.506307411E+01 2.580917664E+02
 2.503985405E+01 2.584877014E+02
 2.490805244E+01 2.581522827E+02
 2.476328087E+01 2.579463501E+02
 2.473633385E+01 2.578940125E+02
 2.459649467E+01 2.581628113E+02
 2.439033508E+01 2.585634766E+02
 2.434984970E+01 2.586734009E+02
 2.403989983E+01 2.598546753E+02
 2.395891380E+01 2.597192078E+02
 2.364879417E+01 2.593080750E+02
 2.355739975E+01 2.594105835E+02
 2.337503433E+01 2.600198669E+02
 2.322811890E+01 2.607899170E+02
 2.311823463E+01 2.622015381E+02
 2.297356987E+01 2.637909241E+02
 2.280437851E+01 2.634324646E+02
 2.275193024E+01 2.633695068E+02
 2.272046471E+01 2.630158997E+02
 2.252491570E+01 2.607817993E+02
 2.243802261E+01 2.597630615E+02
 2.232888794E+01 2.584346008E+02
 2.231978798E+01 2.582185669E+02
 2.220787239E+01 2.529593353E+02
 2.218242455E+01 2.514508972E+02
 2.209565544E+01 2.463980255E+02
 2.204353905E+01 2.427184143E+02
 2.200554276E+01 2.397885742E+02
 2.193982887E+01 2.322034607E+02
 2.193178368E+01 2.312124634E+02
 2.191644859E+01 2.313633118E+02
 2.185445786E+01 2.314318085E+02
 2.182731628E+01 2.442335815E+02
 2.178753281E+01 2.696239319E+02
 2.174847794E+01 3.124683228E+02
 2.170352745E+01 3.468068542E+02
 2.168936539E+01 3.519173889E+02
 2.163747597E+01 3.574122925E+02
 2.160531044E+01 3.595075378E+02
 2.155336571E+01 3.613417969E+02
 2.154064941E+01 3.614970398E+02
 2.150938034E+01 3.527903137E+02
 2.149035263E+01 3.488692017E+02
 2.148003197E+01 3.452332458E+02
 2.143703461E+01 3.309184875E+02
 2.140534019E+01 3.180299988E+02
 2.138629913E+01 3.107710266E+02
 2.135514641E+01 2.975999756E+02
 2.133079338E+01 2.871588135E+02
 2.131024170E+01 2.784605103E+02
 2.127675629E+01 2.631939087E+02
 2.127092171E+01 2.604272461E+02
 2.125199127E+01 2.515618591E+02
 2.123445702E+01 2.434965363E+02
 2.122930336E+01 2.410775757E+02
 2.120127296E+01 2.277111664E+02
 2.118748856E+01 2.208814087E+02
 2.117176437E+01 2.124909821E+02
 2.115051460E+01 1.997704926E+02
 2.114669609E+01 1.973743134E+02
 2.113798523E+01 1.917269745E+02
 2.112334251E+01 1.822918091E+02
 2.111725616E+01 1.781588135E+02
 2.110299683E+01 1.688903351E+02
 2.108844566E+01 1.594893951E+02
 2.108515739E+01 1.583686829E+02
 2.107713318E+01 1.562604523E+02
 2.106942940E+01 1.540519257E+02
 2.106670952E+01 1.535535126E+02
 2.105474281E+01 1.573333740E+02
 2.104953003E+01 1.598788605E+02
 2.104127121E+01 1.007623444E+02
 2.103593254E+01 6.007046127E+01
 2.103708076E+01 1.945063400E+01
 2.103832436E+01 -2.994906616E+01
 2.103984070E+01 -2.691773224E+01
 2.104367065E+01 -1.940281677E+01
 2.104430389E+01 -1.792828560E+01
 2.104746819E+01 -1.039517403E+01
 2.105103493E+01 -2.006409168E+00
 2.105188942E+01 -6.228095293E-02
