TITLE     = "VTK Data"
VARIABLES = "X"
"Velocity_X"
ZONE T="Slice: Y=22.082 (region 1)"
 STRANDID=447, SOLUTIONTIME=772
 I=190, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 3.954953384E+01 2.029190063E+02
 3.954954910E+01 2.022393799E+02
 3.954990387E+01 1.815350647E+02
 3.946107483E+01 1.709049988E+02
 3.945464706E+01 1.701350403E+02
 3.935665512E+01 1.704395599E+02
 3.934352112E+01 1.704812775E+02
 3.934256744E+01 1.704747314E+02
 3.922426987E+01 1.696584167E+02
 3.922011185E+01 1.698177032E+02
 3.909716034E+01 1.744588318E+02
 3.909456253E+01 1.745456238E+02
 3.896648788E+01 1.786283417E+02
 3.896145248E+01 1.788641663E+02
 3.883152771E+01 1.851516266E+02
 3.879733276E+01 1.866497650E+02
 3.865531921E+01 1.928378754E+02
 3.861827087E+01 1.945064697E+02
 3.848368454E+01 2.003554230E+02
 3.843122482E+01 2.026513367E+02
 3.833531570E+01 2.069751740E+02
 3.822900772E+01 2.116271362E+02
 3.818136597E+01 2.136919556E+02
 3.814616776E+01 2.152762451E+02
 3.800119781E+01 2.212341919E+02
 3.795474243E+01 2.229988556E+02
 3.779879379E+01 2.284798584E+02
 3.775176620E+01 2.301976471E+02
 3.759650421E+01 2.350422058E+02
 3.756900787E+01 2.358408966E+02
 3.744091034E+01 2.391363983E+02
 3.732686996E+01 2.418385315E+02
 3.728981781E+01 2.426898193E+02
 3.716402817E+01 2.443952484E+02
 3.706166077E+01 2.461808472E+02
 3.696142197E+01 2.475639648E+02
 3.686270142E+01 2.488746643E+02
 3.680955887E+01 2.492749176E+02
 3.669409943E+01 2.500390778E+02
 3.661857986E+01 2.504665375E+02
 3.648084259E+01 2.514597931E+02
 3.645377350E+01 2.515580750E+02
 3.639434052E+01 2.516381073E+02
 3.632525635E+01 2.517175293E+02
 3.624796677E+01 2.515200195E+02
 3.617973328E+01 2.512835541E+02
 3.615491867E+01 2.511833954E+02
 3.606306076E+01 2.508595886E+02
 3.599609375E+01 2.506453094E+02
 3.597127151E+01 2.504844666E+02
 3.586414337E+01 2.497709045E+02
 3.575848389E+01 2.489703522E+02
 3.575262833E+01 2.489180756E+02
 3.574710083E+01 2.488502197E+02
 3.565016174E+01 2.479040375E+02
 3.556478882E+01 2.467497253E+02
 3.555265045E+01 2.465838013E+02
 3.551250839E+01 2.460141144E+02
 3.545537567E+01 2.452141266E+02
 3.544080734E+01 2.450157318E+02
 3.536665344E+01 2.437893372E+02
 3.533886337E+01 2.432588196E+02
 3.527038193E+01 2.418141785E+02
 3.523276138E+01 2.410722046E+02
 3.517175674E+01 2.396842499E+02
 3.512411118E+01 2.386061554E+02
 3.507960129E+01 2.372485199E+02
 3.502573776E+01 2.356099091E+02
 3.500249100E+01 2.347413483E+02
 3.496096039E+01 2.332048035E+02
 3.494417572E+01 2.325827332E+02
 3.493495178E+01 2.322431030E+02
 3.489118195E+01 2.300707550E+02
 3.485940170E+01 2.284995270E+02
 3.484167862E+01 2.271911621E+02
 3.479669952E+01 2.238865967E+02
 3.479612732E+01 2.238190765E+02
 3.479428101E+01 2.236003876E+02
 3.475627518E+01 2.191026611E+02
 3.474483109E+01 2.177556915E+02
 3.472039032E+01 2.128777313E+02
 3.470212936E+01 2.092491760E+02
 3.468854141E+01 2.045735016E+02
 3.466728592E+01 1.972841187E+02
 3.466077042E+01 1.934365082E+02
 3.463925934E+01 1.807767944E+02
 3.463706589E+01 1.786011810E+02
 3.461891556E+01 1.606611328E+02
 3.461744690E+01 1.592081909E+02
 3.461727142E+01 1.590355988E+02
 3.460225296E+01 1.350219116E+02
 3.460080338E+01 1.327183838E+02
 3.459967041E+01 1.300021362E+02
 3.458956909E+01 1.057348480E+02
 3.458859253E+01 1.027106857E+02
 3.458328629E+01 8.617446899E+01
 3.458293152E+01 8.529065704E+01
 3.458129883E+01 8.117347717E+01
 3.458209991E+01 8.887636566E+01
 3.458226395E+01 9.042110443E+01
 3.458599472E+01 1.096797409E+02
 3.458657074E+01 1.126477280E+02
 3.459481430E+01 1.439638367E+02
 3.459543228E+01 1.462998199E+02
 3.460509872E+01 1.720288696E+02
 3.460967636E+01 1.842154388E+02
 3.461040497E+01 1.854821930E+02
 3.462983704E+01 2.191263123E+02
 3.463513565E+01 2.247207489E+02
 3.465647507E+01 2.472171173E+02
 3.467100143E+01 2.558509064E+02
 3.469031143E+01 2.673210754E+02
 3.472187424E+01 2.767825317E+02
 3.473232651E+01 2.799176941E+02
 3.476156998E+01 2.837794189E+02
 3.478379440E+01 2.867171326E+02
 3.479857635E+01 2.874407043E+02
 3.484625244E+01 2.897743835E+02
 3.491851807E+01 2.907321777E+02
 3.492173004E+01 2.907751770E+02
 3.492636490E+01 2.908157043E+02
 3.501259613E+01 2.915647888E+02
 3.504574585E+01 2.918823853E+02
 3.510458374E+01 2.924622803E+02
 3.513173676E+01 2.925627441E+02
 3.520718002E+01 2.928263855E+02
 3.522078705E+01 2.928603210E+02
 3.528624725E+01 2.931112061E+02
 3.531178284E+01 2.932061768E+02
 3.531710434E+01 2.932370300E+02
 3.539809418E+01 2.940717163E+02
 3.543334198E+01 2.944384460E+02
 3.548417664E+01 2.950923767E+02
 3.556704330E+01 2.958124695E+02
 3.557991028E+01 2.958955078E+02
 3.561819458E+01 2.961197205E+02
 3.568654251E+01 2.965172729E+02
 3.570908737E+01 2.966760864E+02
 3.580850220E+01 2.977699585E+02
 3.583996201E+01 2.981951599E+02
 3.590908813E+01 2.991759644E+02
 3.594411850E+01 2.996694336E+02
 3.597277069E+01 2.999334106E+02
 3.604930115E+01 3.006492004E+02
 3.611786270E+01 3.013210449E+02
 3.616744995E+01 3.018551025E+02
 3.621596146E+01 3.023123779E+02
 3.629312515E+01 3.031959229E+02
 3.634993744E+01 3.037353210E+02
 3.644255066E+01 3.041772156E+02
 3.652569962E+01 3.044277954E+02
 3.660630035E+01 3.044707642E+02
 3.672003555E+01 3.043970032E+02
 3.679131699E+01 3.042258911E+02
 3.692238235E+01 3.039049072E+02
 3.694297409E+01 3.038645325E+02
 3.697196198E+01 3.036878662E+02
 3.709312820E+01 3.029038086E+02
 3.714340973E+01 3.027212219E+02
 3.726904678E+01 3.021297607E+02
 3.739688492E+01 3.020315247E+02
 3.744851685E+01 3.019701843E+02
 3.761921692E+01 3.022635803E+02
 3.762504959E+01 3.022766418E+02
