TITLE     = "VTK Data"
VARIABLES = "X"
"Velocity_X"
ZONE T="Slice: Y=9.255 (region 1)"
 STRANDID=368, SOLUTIONTIME=772
 I=353, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 2.703821182E+01 1.247933807E+02
 2.703808594E+01 1.316621399E+02
 2.703753281E+01 1.621483459E+02
 2.702387810E+01 1.877052002E+02
 2.700676918E+01 2.162017975E+02
 2.699376297E+01 2.044210205E+02
 2.697284889E+01 1.818039398E+02
 2.694988823E+01 1.841748352E+02
 2.693703651E+01 1.846641388E+02
 2.691482162E+01 1.785838318E+02
 2.689858627E+01 1.737885437E+02
 2.689100075E+01 1.734438477E+02
 2.685582161E+01 1.714285889E+02
 2.683843422E+01 1.692722473E+02
 2.681110954E+01 1.663146973E+02
 2.678650284E+01 1.646228027E+02
 2.676354218E+01 1.631138306E+02
 2.673244286E+01 1.607964020E+02
 2.670601654E+01 1.589706116E+02
 2.667214012E+01 1.569938049E+02
 2.665147781E+01 1.558328247E+02
 2.662032890E+01 1.539618683E+02
 2.659935951E+01 1.529248352E+02
 2.657493401E+01 1.517783661E+02
 2.655537796E+01 1.509756775E+02
 2.651549339E+01 1.493245239E+02
 2.648052406E+01 1.478523407E+02
 2.644369125E+01 1.464191132E+02
 2.640213394E+01 1.447698669E+02
 2.635199165E+01 1.428803558E+02
 2.631559181E+01 1.416320038E+02
 2.623751831E+01 1.391296997E+02
 2.621141624E+01 1.383287201E+02
 2.612619591E+01 1.358046570E+02
 2.611417007E+01 1.354453888E+02
 2.603054428E+01 1.330913391E+02
 2.596490288E+01 1.311405945E+02
 2.594408989E+01 1.305839386E+02
 2.588005257E+01 1.289251862E+02
 2.584503365E+01 1.280361786E+02
 2.580282211E+01 1.270395508E+02
 2.576108170E+01 1.259859009E+02
 2.573285675E+01 1.253553085E+02
 2.570408630E+01 1.248109512E+02
 2.565819550E+01 1.238961334E+02
 2.564693069E+01 1.236754074E+02
 2.564128494E+01 1.235692825E+02
 2.559678078E+01 1.228043137E+02
 2.557971764E+01 1.225328140E+02
 2.553487396E+01 1.217477493E+02
