TITLE     = "VTK Data"
VARIABLES = "X"
"Velocity_X"
ZONE T="Slice: Y=17.861 (region 1)"
 STRANDID=421, SOLUTIONTIME=772
 I=201, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 3.758126068E+01 1.999831848E+02
 3.758136368E+01 1.922880402E+02
 3.758148575E+01 1.833464203E+02
 3.752621078E+01 1.764202118E+02
 3.748558807E+01 1.713266296E+02
 3.741043854E+01 1.719099426E+02
 3.737453842E+01 1.721935730E+02
 3.728904343E+01 1.706145172E+02
 3.725537872E+01 1.699881439E+02
 3.716017151E+01 1.723640594E+02
 3.713497543E+01 1.729758606E+02
 3.704320145E+01 1.741076508E+02
 3.703690338E+01 1.742172241E+02
 3.695230865E+01 1.773474274E+02
 3.690645599E+01 1.789437866E+02
 3.683238220E+01 1.815396271E+02
 3.674103928E+01 1.847909393E+02
 3.667840195E+01 1.870478516E+02
 3.653809738E+01 1.921379395E+02
 3.652780533E+01 1.925194244E+02
 3.646854401E+01 1.947309570E+02
 3.636355972E+01 1.986566925E+02
 3.634657669E+01 1.992905273E+02
 3.618373108E+01 2.054214325E+02
 3.615521240E+01 2.065021820E+02
 3.599699020E+01 2.127088470E+02
 3.596136856E+01 2.140468750E+02
 3.579718781E+01 2.201242523E+02
 3.575856018E+01 2.215777283E+02
 3.560211945E+01 2.272397308E+02
 3.556273651E+01 2.286512604E+02
 3.541622543E+01 2.333094025E+02
 3.535150528E+01 2.352866211E+02
 3.525603867E+01 2.379365234E+02
 3.511095428E+01 2.417287598E+02
 3.505869675E+01 2.431162415E+02
 3.502164078E+01 2.439953156E+02
 3.486887741E+01 2.469800720E+02
 3.473995590E+01 2.490505981E+02
 3.464228821E+01 2.502781677E+02
 3.446737671E+01 2.526040802E+02
 3.441020584E+01 2.531639862E+02
 3.421067429E+01 2.547102966E+02
 3.419974518E+01 2.547516327E+02
 3.415293884E+01 2.549479218E+02
 3.400487518E+01 2.555692596E+02
 3.396339417E+01 2.556736908E+02
 3.384618759E+01 2.556848297E+02
 3.369250870E+01 2.552765808E+02
 3.367830276E+01 2.552229767E+02
 3.367159271E+01 2.552065582E+02
 3.362749481E+01 2.550785980E+02
 3.349904633E+01 2.547157288E+02
 3.347142410E+01 2.545762024E+02
 3.337196350E+01 2.538783112E+02
 3.328371048E+01 2.530075836E+02
 3.324772263E+01 2.527087250E+02
 3.311988449E+01 2.515771179E+02
 3.311736679E+01 2.515541534E+02
 3.299664307E+01 2.501955261E+02
 3.298357391E+01 2.500451355E+02
 3.287435913E+01 2.484828491E+02
 3.284390259E+01 2.480784607E+02
 3.275363159E+01 2.467528839E+02
 3.269635010E+01 2.458392487E+02
 3.263496017E+01 2.447461090E+02
 3.255453873E+01 2.433359375E+02
 3.251844025E+01 2.425442200E+02
 3.242044449E+01 2.403791351E+02
 3.240490723E+01 2.399711609E+02
 3.229504013E+01 2.370635834E+02
 3.229422760E+01 2.370421448E+02
 3.229411316E+01 2.370390930E+02
 3.218908310E+01 2.336037292E+02
 3.218179703E+01 2.333635559E+02
 3.211922073E+01 2.308945465E+02
 3.207901764E+01 2.293034058E+02
 3.205509186E+01 2.280742798E+02
 3.200026321E+01 2.252468414E+02
 3.199565697E+01 2.250093231E+02
 3.199362755E+01 2.249045715E+02
 3.194349480E+01 2.212269897E+02
 3.192283630E+01 2.197080841E+02
 3.189572525E+01 2.166306763E+02
 3.186434555E+01 2.130642700E+02
 3.185262299E+01 2.108932495E+02
 3.181621552E+01 2.041459961E+02
 3.181429863E+01 2.035481110E+02
 3.180462074E+01 2.005312805E+02
 3.178155708E+01 1.933415222E+02
 3.177696609E+01 1.919118958E+02
 3.175354385E+01 1.796063995E+02
 3.174540520E+01 1.753359222E+02
 3.172994423E+01 1.618625641E+02
 3.172065735E+01 1.537820435E+02
 3.171082687E+01 1.400536652E+02
 3.170214844E+01 1.279630585E+02
 3.169532394E+01 1.139657822E+02
 3.168957138E+01 1.021329346E+02
 3.168548775E+01 9.172248077E+01
 3.168261147E+01 8.434554291E+01
 3.168134117E+01 8.254654694E+01
 3.168049812E+01 8.133296967E+01
 3.168095779E+01 8.552429962E+01
 3.168164444E+01 9.178438568E+01
 3.168365860E+01 1.012947311E+02
 3.168640327E+01 1.142469025E+02
 3.169097710E+01 1.299546814E+02
 3.169613266E+01 1.476491699E+02
 3.170479584E+01 1.685837250E+02
 3.171182823E+01 1.855618591E+02
 3.172700310E+01 2.096269989E+02
 3.173418808E+01 2.210125275E+02
 3.175976753E+01 2.460244293E+02
 3.176387787E+01 2.500414581E+02
 3.178490257E+01 2.617698364E+02
 3.180174637E+01 2.711661987E+02
 3.180760002E+01 2.728196411E+02
 3.184892273E+01 2.844903870E+02
 3.187831879E+01 2.879949646E+02
 3.190685272E+01 2.913911743E+02
 3.196972275E+01 2.935811157E+02
 3.197730637E+01 2.938471680E+02
 3.198364830E+01 2.938511353E+02
 3.206261444E+01 2.938733521E+02
 3.215750504E+01 2.935132446E+02
 3.216553116E+01 2.934848022E+02
 3.226456833E+01 2.932974243E+02
 3.227805328E+01 2.932732849E+02
 3.237286758E+01 2.930991821E+02
 3.240460205E+01 2.930368042E+02
 3.248434448E+01 2.929187622E+02
 3.253886414E+01 2.928757324E+02
 3.259824371E+01 2.929141541E+02
 3.267379379E+01 2.930338135E+02
 3.270621872E+01 2.931509705E+02
 3.281544876E+01 2.934189453E+02
 3.281735992E+01 2.934239197E+02
 3.281791687E+01 2.934247131E+02
 3.282876205E+01 2.934682007E+02
 3.293532562E+01 2.938924866E+02
 3.294415283E+01 2.939297791E+02
 3.302575302E+01 2.943293457E+02
 3.308454895E+01 2.945606689E+02
 3.314422607E+01 2.948906860E+02
 3.320893097E+01 2.952484741E+02
 3.325689316E+01 2.956697083E+02
 3.335980988E+01 2.965357056E+02
 3.340128326E+01 2.969734802E+02
 3.352025604E+01 2.983305359E+02
 3.355330658E+01 2.986981812E+02
 3.367686081E+01 3.001101685E+02
 3.371184158E+01 3.004932556E+02
 3.382355118E+01 3.016737061E+02
 3.385806656E+01 3.018724060E+02
 3.401338577E+01 3.026629944E+02
 3.404470444E+01 3.027944336E+02
 3.422775269E+01 3.037836609E+02
 3.425613022E+01 3.038206482E+02
 3.442795944E+01 3.040668945E+02
 3.449632645E+01 3.043117676E+02
 3.465358734E+01 3.048373413E+02
 3.478846359E+01 3.059779053E+02
 3.487014771E+01 3.064104614E+02
 3.499691772E+01 3.064885864E+02
 3.519798660E+01 3.070138550E+02
 3.522722626E+01 3.068934326E+02
 3.541487885E+01 3.054876404E+02
 3.544676971E+01 3.052544556E+02
 3.545170975E+01 3.051907654E+02
 3.562813187E+01 3.014183960E+02
 3.567496109E+01 2.999741211E+02
 3.578627777E+01 2.959392395E+02
 3.588288498E+01 2.922629395E+02
 3.596260452E+01 2.893025208E+02
 3.609076309E+01 2.845568542E+02
 3.612831879E+01 2.831746216E+02
 3.614614105E+01 2.825466919E+02
 3.628115082E+01 2.777002869E+02
 3.633842087E+01 2.757552490E+02
 3.641611481E+01 2.731571350E+02
 3.647079086E+01 2.715271301E+02
 3.657729340E+01 2.683358765E+02
 3.660343933E+01 2.677983398E+02
 3.675391769E+01 2.650125122E+02
 3.675436401E+01 2.650091858E+02
 3.675501251E+01 2.650066528E+02
 3.688047409E+01 2.642984009E+02
 3.694981384E+01 2.651473694E+02
 3.697010803E+01 2.652966614E+02
 3.698847580E+01 2.656716919E+02
 3.706381226E+01 2.669028931E+02
 3.713354492E+01 2.673279419E+02
 3.717611313E+01 2.678873596E+02
 3.726444626E+01 2.690476379E+02
 3.730033112E+01 2.669033508E+02
 3.738197708E+01 2.617348938E+02
 3.742061234E+01 2.572957764E+02
 3.748929596E+01 2.493840179E+02
 3.753432465E+01 2.251900330E+02
 3.758126068E+01 1.999831848E+02
