TITLE     = "VTK Data"
VARIABLES = "X"
"Velocity_X"
ZONE T="Slice: Y=12.015 (region 1)"
 STRANDID=385, SOLUTIONTIME=772
 I=293, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 3.485528183E+01 1.705662079E+02
 3.485526276E+01 1.710328674E+02
 3.485512924E+01 1.718822937E+02
 3.482652664E+01 1.789696655E+02
 3.482119370E+01 1.808267365E+02
 3.479051971E+01 1.723606873E+02
 3.478489685E+01 1.708728485E+02
 3.478359604E+01 1.708043518E+02
 3.474868011E+01 1.692239227E+02
 3.473266220E+01 1.684399872E+02
 3.471233749E+01 1.671529694E+02
 3.468334198E+01 1.669511261E+02
 3.467634583E+01 1.668942566E+02
 3.466909790E+01 1.668309326E+02
 3.464072418E+01 1.664838257E+02
 3.462178802E+01 1.666319580E+02
 3.460431290E+01 1.667933502E+02
 3.457050705E+01 1.671140900E+02
 3.456649399E+01 1.671635742E+02
 3.454246140E+01 1.675814362E+02
 3.452611542E+01 1.678647156E+02
 3.452380371E+01 1.679040833E+02
 3.448384094E+01 1.687393341E+02
 3.447828674E+01 1.688740234E+02
 3.443947601E+01 1.698635254E+02
 3.443151093E+01 1.700651855E+02
 3.439635086E+01 1.708488464E+02
 3.438709641E+01 1.710567627E+02
 3.435752869E+01 1.719236755E+02
 3.434864807E+01 1.722222137E+02
 3.430898666E+01 1.736033783E+02
 3.430423737E+01 1.737715454E+02
 3.426160049E+01 1.751880646E+02
 3.425575256E+01 1.753826904E+02
 3.425508499E+01 1.754061127E+02
 3.420586777E+01 1.771184082E+02
 3.419731522E+01 1.774183655E+02
 3.415113449E+01 1.790866089E+02
 3.413452530E+01 1.796492462E+02
 3.408700180E+01 1.812707214E+02
 3.408551788E+01 1.813220673E+02
 3.408338165E+01 1.813961182E+02
 3.404264450E+01 1.828719482E+02
 3.401633835E+01 1.838211975E+02
 3.399618912E+01 1.845260468E+02
 3.396335983E+01 1.857163239E+02
 3.394815063E+01 1.862678833E+02
 3.389434433E+01 1.883113708E+02
 3.389342880E+01 1.883464813E+02
 3.389058304E+01 1.884455414E+02
 3.383369827E+01 1.904235535E+02
 3.381559372E+01 1.910607300E+02
 3.376954651E+01 1.927395477E+02
 3.372337723E+01 1.943234253E+02
 3.369397354E+01 1.952928619E+02
 3.365964508E+01 1.964562378E+02
 3.362059402E+01 1.977458801E+02
 3.356411362E+01 1.995735626E+02
 3.355972290E+01 1.997185822E+02
 3.348474884E+01 2.023140259E+02
 3.348373795E+01 2.023489075E+02
 3.337651062E+01 2.059372711E+02
 3.335889435E+01 2.065176086E+02
 3.324628067E+01 2.102721252E+02
 3.319614029E+01 2.118824615E+02
 3.311402130E+01 2.147141571E+02
 3.308426285E+01 2.157104797E+02
 3.303919220E+01 2.172162933E+02
 3.296174240E+01 2.197935944E+02
 3.281171036E+01 2.250035706E+02
 3.280000305E+01 2.253995056E+02
 3.261883926E+01 2.316054382E+02
 3.260131073E+01 2.321998138E+02
 3.243297958E+01 2.376959076E+02
 3.237455368E+01 2.395838928E+02
 3.223569489E+01 2.440290222E+02
 3.212704849E+01 2.472236176E+02
 3.201766968E+01 2.505916290E+02
 3.186983871E+01 2.541955566E+02
 3.176226425E+01 2.570305786E+02
 3.156188774E+01 2.617090454E+02
 3.154582596E+01 2.620777893E+02
 3.144207573E+01 2.637422485E+02
 3.134431076E+01 2.653515015E+02
 3.133189964E+01 2.654324341E+02
 3.113574791E+01 2.675610046E+02
 3.113511658E+01 2.675645447E+02
 3.095542336E+01 2.684134216E+02
 3.075807381E+01 2.686470032E+02
 3.071687317E+01 2.687376404E+02
 3.069038963E+01 2.687523804E+02
 3.046718788E+01 2.678989868E+02
 3.042815018E+01 2.676328125E+02
 3.032856941E+01 2.668114014E+02
 3.023090553E+01 2.659960022E+02
 3.017872620E+01 2.653358154E+02
 3.006547737E+01 2.638961182E+02
 2.991995621E+01 2.617178040E+02
 2.990213394E+01 2.614303894E+02
 2.987912941E+01 2.611265869E+02
 2.974165154E+01 2.592031250E+02
 2.966694069E+01 2.580625000E+02
 2.960532570E+01 2.568538513E+02
 2.950878143E+01 2.545704193E+02
 2.942266273E+01 2.526697540E+02
 2.928750229E+01 2.498007812E+02
