TITLE     = "VTK Data"
VARIABLES = "X"
"Velocity_X"
ZONE T="Slice: Y=26.953 (region 1)"
 STRANDID=477, SOLUTIONTIME=772
 I=195, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 4.182053375E+01 1.941226501E+02
 4.182102966E+01 1.829567566E+02
 4.182104111E+01 1.827106018E+02
 4.182006836E+01 1.826305847E+02
 4.176339722E+01 1.779328766E+02
 4.175219345E+01 1.773531799E+02
 4.169718552E+01 1.744896240E+02
 4.167980194E+01 1.739745026E+02
 4.162383270E+01 1.724475403E+02
 4.160533905E+01 1.729564667E+02
 4.154677200E+01 1.745238037E+02
 4.153179932E+01 1.747958069E+02
 4.145943832E+01 1.770230408E+02
 4.145317078E+01 1.772028046E+02
 4.145188904E+01 1.772339783E+02
 4.144391251E+01 1.775598602E+02
 4.136063004E+01 1.809560852E+02
 4.134811401E+01 1.814939575E+02
 4.131484985E+01 1.829657440E+02
 4.127389526E+01 1.847782440E+02
 4.120273590E+01 1.883484650E+02
 4.119626617E+01 1.886775970E+02
 4.119451523E+01 1.887673035E+02
 4.110446548E+01 1.933096771E+02
 4.107925415E+01 1.945882568E+02
 4.100069427E+01 1.986529083E+02
 4.095322037E+01 2.010771179E+02
 4.088739014E+01 2.045412292E+02
 4.085647202E+01 2.062618713E+02
 4.076662445E+01 2.111278534E+02
 4.073706436E+01 2.126796112E+02
 4.065428162E+01 2.171201324E+02
 4.055558014E+01 2.219812469E+02
 4.049871445E+01 2.246938324E+02
 4.044463730E+01 2.269769287E+02
 4.032162857E+01 2.323580933E+02
 4.023049927E+01 2.357362823E+02
 4.016368866E+01 2.382089844E+02
 4.005895996E+01 2.415459290E+02
 4.003336716E+01 2.423721466E+02
 3.993182373E+01 2.444717255E+02
 3.989172363E+01 2.452586670E+02
 3.981217575E+01 2.466802216E+02
 3.975902557E+01 2.475950165E+02
 3.967745590E+01 2.485402069E+02
 3.962052536E+01 2.492334290E+02
 3.959963608E+01 2.495118103E+02
 3.944332504E+01 2.508225403E+02
 3.943039703E+01 2.509292908E+02
 3.931176376E+01 2.515051575E+02
 3.928619766E+01 2.515758514E+02
 3.920085907E+01 2.515135345E+02
 3.914606857E+01 2.514868317E+02
 3.910313416E+01 2.513749237E+02
 3.902556229E+01 2.511362915E+02
 3.901502991E+01 2.511090088E+02
 3.900967026E+01 2.510756073E+02
 3.892275238E+01 2.502192535E+02
 3.887917328E+01 2.498350220E+02
 3.882141876E+01 2.492273407E+02
 3.873614502E+01 2.484153442E+02
 3.873148346E+01 2.483761902E+02
 3.872745132E+01 2.483040466E+02
 3.865268707E+01 2.470322571E+02
 3.860780334E+01 2.459244843E+02
 3.856079865E+01 2.450052795E+02
 3.851363373E+01 2.439071808E+02
 3.846090698E+01 2.427189331E+02
 3.842844009E+01 2.417693329E+02
